,full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city
929,2018 Maruti Baleno 1.2 CVT Delta,₹ 5.84 Lakh,Feb-18,1197 cc,Third Party insurance,Automatic,"44,491 Kms",Second Owner,Petrol,83.1bhp,5,21.4 kmpl,Hatchback,Chandigarh
930,2019 Maruti Swift VXI,₹ 5.38 Lakh,Apr-19,1197 cc,Third Party insurance,Manual,"51,193 Kms",First Owner,Petrol,81.80bhp,5,21.21 kmpl,Hatchback,Chandigarh
931,2016 Maruti Swift Dzire VDI,₹ 5.23 Lakh,Apr-16,1248 cc,Comprehensive,Manual,"68,917 Kms",First Owner,Diesel,74bhp,5,26.59 kmpl,Sedan,Chandigarh
932,2015 Honda City i DTEC SV,₹ 5 Lakh,2015,1498 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,98.6bhp,5,26 kmpl,Sedan,Chandigarh
933,2021 Maruti Wagon R ZXI 1.2,₹ 5.88 Lakh,2021,1197 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,81.80bhp,5,20.52 kmpl,Hatchback,Chandigarh
934,2013 Hyundai i20 Magna Optional 1.2,₹ 3.10 Lakh,2013,1197 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Petrol,82.9bhp,5,18.5 kmpl,Hatchback,Chandigarh
935,2012 Volkswagen Polo Diesel Highline 1.2L,₹ 2.35 Lakh,2012,1199 cc,Third Party insurance,Manual,"80,000 Kms",Fifth Owner,Diesel,73.9bhp,5,22.07 kmpl,Hatchback,Chandigarh
936,2016 Hyundai Creta 1.6 CRDi SX,₹ 8.50 Lakh,2016,1582 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,126.2bhp,5,19.67 kmpl,SUV,Chandigarh
937,2017 Hyundai Creta 1.6 VTVT SX Plus,₹ 8.15 Lakh,Jun-17,1591 cc,Third Party,Manual,"63,817 Kms",First Owner,Petrol,121.3bhp,5,13 kmpl,SUV,Chandigarh
938,2014 Maruti Alto 800 LXI,₹ 2.32 Lakh,Jun-14,796 cc,Comprehensive,Manual,"90,336 Kms",Second Owner,Petrol,47.3bhp,5,22.74 kmpl,Hatchback,Chandigarh
939,2014 Maruti Swift Dzire VDI,₹ 4.43 Lakh,Jun-14,1248 cc,Comprehensive,Manual,"62,554 Kms",First Owner,Diesel,74bhp,5,23.4 kmpl,Sedan,Chandigarh
940,2022 Kia Seltos X-Line Diesel AT,₹ 19.80 Lakh,Jul-22,1493 cc,Comprehensive,Automatic,"32,000 Kms",First Owner,Diesel,113.43bhp,5,18 kmpl,SUV,Delhi
941,2020 Kia Seltos HTX IVT G,₹ 11.33 Lakh,Jun-20,1497 cc,Third Party,Automatic,"24,293 Kms",Second Owner,Petrol,113.42bhp,5,16.8 kmpl,SUV,Chandigarh
942,2018 Maruti Swift VXI,₹ 5.96 Lakh,Sep-18,1197 cc,Third Party,Manual,"69,553 Kms",First Owner,Petrol,88.50bhp,5,22.38 kmpl,Hatchback,Chandigarh
943,2017 Mercedes-Benz GLS 350d 4MATIC,₹ 55.50 Lakh,Jul-17,2987 cc,Third Party insurance,Automatic,"44,000 Kms",Second Owner,Diesel,258bhp,7,11 kmpl,SUV,Delhi
944,2016 Toyota Etios 1.4 VD,₹ 4.18 Lakh,Jun-16,1364 cc,Third Party,Manual,"73,671 Kms",Second Owner,Diesel,67.05bhp,5,23.59 kmpl,Sedan,Chandigarh
945,2017 Maruti Ciaz VXi Plus,₹ 5.97 Lakh,Jun-17,1373 cc,Comprehensive,Manual,"63,705 Kms",Second Owner,Petrol,91.1bhp,5,20.73 kmpl,Sedan,Chandigarh
946,2019 Maruti Alto 800 LXI,₹ 3.24 Lakh,Jun-19,796 cc,Third Party,Manual,"20,320 Kms",First Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Chandigarh
947,2021 Hyundai Aura S,₹ 7.50 Lakh,2021,1197 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Petrol,81.86bhp,5,20.5 kmpl,Sedan,Chandigarh
948,2019 Ford Figo 1.2P Titanium MT,₹ 4.50 Lakh,2019,1196 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Petrol,86.8bhp,5,18.16 kmpl,Hatchback,Chandigarh
949,2011 Audi A4 2.0 TDI,₹ 8 Lakh,2011,1968 cc,Third Party insurance,Automatic,"90,000 Kms",Second Owner,Diesel,147.51bhp,5,16.55 kmpl,Sedan,Chandigarh
950,2010 Hyundai i10 Magna 1.2,₹ 2.20 Lakh,2010,1197 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Petrol,78.9bhp,5,20.36 kmpl,Hatchback,Chandigarh
951,2016 Maruti Baleno 1.2 Delta,₹ 5 Lakh,2016,1197 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Petrol,83.1bhp,5,21.4 kmpl,Hatchback,Chandigarh
952,2011 Toyota Etios V,₹ 3.50 Lakh,2011,1496 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Petrol,,5,17.6 kmpl,Sedan,Chandigarh
953,2021 Toyota Innova Crysta 2.4 GX 7 STR AT,₹ 23.25 Lakh,Jul-21,2393 cc,Third Party insurance,Automatic,"29,000 Kms",First Owner,Diesel,148bhp,7,12 kmpl,MUV,Delhi
954,2019 Hyundai i20 Sportz Plus Dual Tone Diesel,₹ 8.51 Lakh,Jun-19,1396 cc,Comprehensive,Manual,"76,769 Kms",First Owner,Diesel,88.76bhp,5,22.54 kmpl,Hatchback,Chandigarh
955,2012 Maruti Swift Dzire VXI,₹ 3.11 Lakh,Sep-12,1197 cc,Third Party,Manual,"1,11,505 Kms",Third Owner,Petrol,88.50bhp,5,22.41 kmpl,Sedan,Chandigarh
956,2018 Maruti Baleno 1.2 Delta,₹ 5.49 Lakh,Dec-18,1197 cc,Comprehensive,Manual,"81,439 Kms",First Owner,Petrol,83.1bhp,5,21.4 kmpl,Hatchback,Chandigarh
957,2019 Ford Mustang V8,₹ 88 Lakh,Jan-19,4951 cc,Third Party insurance,Automatic,"40,000 Kms",Third Owner,Petrol,395bhp,4,13 kmpl,Coupe,Gurgaon
958,2017 Honda City i VTEC CVT VX,₹ 7.43 Lakh,Apr-17,1497 cc,Comprehensive,Automatic,"36,964 Kms",First Owner,Petrol,117.3bhp,5,18 kmpl,Sedan,Chandigarh
959,2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹ 5.59 Lakh,Apr-19,1197 cc,Third Party insurance,Manual,"42,474 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Chandigarh
960,2016 Hyundai Grand i10 Magna,₹ 4.14 Lakh,Dec-16,1197 cc,Comprehensive,Manual,"27,998 Kms",First Owner,Petrol,82bhp,5,18.9 kmpl,Hatchback,Chandigarh
961,2019 Hyundai Santro Sportz CNG BSIV,₹ 5 Lakh,Oct-19,1086 cc,Third Party,Manual,"67,409 Kms",First Owner,CNG,58bhp,5,30.48 km/kg,Hatchback,Chandigarh
962,2021 Nissan Magnite XV Premium BSVI,₹ 8.21 Lakh,Jul-21,999 cc,Zero Dep,Manual,"23,726 Kms",First Owner,Petrol,71.02bhp,5,18.75 kmpl,SUV,Chandigarh
963,2016 Ford Ecosport 1.5 TDCi Ambiente BSIV,₹ 4.61 Lakh,Jun-16,1498 cc,Comprehensive,Manual,"40,251 Kms",First Owner,Diesel,98.59bhp,5,22.77 kmpl,SUV,Chandigarh
964,2022 Mercedes-Benz AMG A 35 4MATIC BSVI,₹ 59.80 Lakh,Dec-22,1991 cc,Third Party insurance,Automatic,"3,200 Kms",First Owner,Petrol,301.73bhp,5,,Sedan,Gurgaon
965,2014 Maruti Swift VDI BSIV,₹ 4.75 Lakh,2014,1248 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Diesel,74bhp,5,25.2 kmpl,Hatchback,Chandigarh
966,2018 Hyundai Grand i10 1.2 Kappa Sportz Option,₹ 3.20 Lakh,2018,1197 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Chandigarh
967,2014 Hyundai Verna 1.6 SX VTVT,₹ 3.60 Lakh,2014,1591 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Petrol,121.3bhp,5,17.01 kmpl,Sedan,Chandigarh
968,2018 Hyundai i20 1.4 Asta Option,₹ 6.75 Lakh,2018,1396 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,88.73bhp,5,22.54 kmpl,Hatchback,Chandigarh
969,2022 Mahindra Thar LX 4-Str Hard Top AT BSVI,₹ 16 Lakh,2022,1997 cc,Third Party insurance,Automatic,"20,000 Kms",Second Owner,Petrol,150bhp,4,,SUV,Chandigarh
970,2018 Hyundai Elite i20 2018 Diesel Asta Option,₹ 6.75 Lakh,2018,1396 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,88.73bhp,5,22.54 kmpl,Hatchback,Chandigarh
971,2019 Audi Q7 45 TDI Quattro Premium Plus,₹ 66.75 Lakh,Jul-19,2967 cc,Third Party insurance,Automatic,"25,000 Kms",First Owner,Diesel,245bhp,7,14.75 kmpl,SUV,Delhi
972,2020 Maruti Wagon R CNG LXI,₹ 5.30 Lakh,Jun-20,998 cc,Third Party,Manual,"47,473 Kms",First Owner,CNG,58.33bhp,5,32.52 kmpl,Hatchback,Chandigarh
973,2022 Hyundai Venue SX BSVI,₹ 10.25 Lakh,Jun-22,1197 cc,Third Party,Manual,"23,471 Kms",First Owner,Petrol,81.80bhp,5,,SUV,Chandigarh
974,2022 Maruti Wagon R LXI CNG BSVI,₹ 5.58 Lakh,Jun-22,998 cc,Comprehensive,Manual,"1,962 Kms",First Owner,CNG,55.92bhp,5,34.05 kmpl,Hatchback,Chandigarh
975,2022 Maruti Ignis Delta BSVI,₹ 5.73 Lakh,Jun-22,1197 cc,Third Party,Manual,"4,440 Kms",First Owner,Petrol,81.80bhp,5,20.89 kmpl,Hatchback,Chandigarh
976,2016 Maruti Vitara Brezza VDi Option,₹ 5.61 Lakh,Jun-16,1248 cc,Third Party,Manual,"79,772 Kms",Second Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Chandigarh
977,2021 Honda Amaze VX BSVI,₹ 7.44 Lakh,Jun-21,1199 cc,Comprehensive,Manual,"27,781 Kms",First Owner,Petrol,88.50bhp,5,18.6 kmpl,Sedan,Chandigarh
978,2019 Maruti Baleno 1.2 Zeta,₹ 7.23 Lakh,Oct-19,1197 cc,Third Party,Manual,"53,642 Kms",Second Owner,Petrol,83.1bhp,5,21.4 kmpl,Hatchback,Chandigarh
979,2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹ 5.72 Lakh,Aug-19,1197 cc,Zero Dep,Manual,"15,100 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Chandigarh
980,2019 Maruti Ciaz Alpha 1.5,₹ 8.49 Lakh,Apr-19,1498 cc,Zero Dep,Manual,"89,992 Kms",First Owner,Diesel,93.87bhp,5,26.82 kmpl,Sedan,Chandigarh
981,2016 Maruti SX4 S Cross DDiS 200 Delta,₹ 5 Lakh,2016,1248 cc,Third Party insurance,Manual,"1,10,000 Kms",First Owner,Diesel,88.5bhp,5,23.65 kmpl,SUV,Chandigarh
982,2017 Fiat Punto EVO 1.3 Active,₹ 3.80 Lakh,2017,1248 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Diesel,91.7bhp,5,20.5 kmpl,Hatchback,Chandigarh
983,2018 Maruti Wagon R LXI CNG,₹ 3.17 Lakh,2018,998 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,CNG,58.16bhp,5,26.6 kmpl,Hatchback,Chandigarh
984,2022 Mahindra XUV300 W8 BSVI,₹ 11.50 Lakh,2022,1197 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,108.62bhp,5,16.82 kmpl,SUV,Chandigarh
985,2013 Toyota Fortuner 4x2 Manual,₹ 11.50 Lakh,2013,2982 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,168.5bhp,7,13 kmpl,SUV,Chandigarh
986,2020 Hyundai Aura SX,₹ 6.50 Lakh,2020,1197 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,81.86bhp,5,20.5 kmpl,Sedan,Chandigarh
987,2017 BMW X1 sDrive 20d xLine,₹ 22.50 Lakh,Jul-17,1995 cc,Third Party insurance,Automatic,"38,000 Kms",First Owner,Diesel,188bhp,5,20.68 kmpl,SUV,Delhi
988,2018 Hyundai Xcent 1.2 VTVT SX,₹ 6.56 Lakh,Oct-18,1197 cc,Comprehensive,Manual,"63,970 Kms",First Owner,Petrol,81.86bhp,5,20.14 kmpl,Sedan,Chandigarh
989,2017 Hyundai i20 Sportz 1.2,₹ 5.56 Lakh,Aug-17,1197 cc,Comprehensive,Manual,"63,899 Kms",First Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Chandigarh
990,2017 Maruti Alto K10 VXI,₹ 3.16 Lakh,Sep-17,998 cc,Comprehensive,Manual,"43,922 Kms",First Owner,Petrol,65.71bhp,5,24.39 kmpl,Hatchback,Chandigarh
991,2016 Maruti Alto K10 VXI AMT,₹ 3.42 Lakh,Apr-16,998 cc,Third Party,Automatic,"36,998 Kms",First Owner,Petrol,67.05bhp,5,23.95 kmpl,Hatchback,Chandigarh
992,2018 Maruti Alto K10 VXI,₹ 3.73 Lakh,Sep-18,998 cc,Third Party,Manual,"36,361 Kms",First Owner,Petrol,65.71bhp,5,24.39 kmpl,Hatchback,Chandigarh
993,2017 Mercedes-Benz GLS 350d 4MATIC,₹ 49.50 Lakh,Jul-17,2987 cc,Comprehensive,Automatic,"80,000 Kms",Second Owner,Diesel,258bhp,7,11 kmpl,SUV,Delhi
994,2015 Maruti Alto K10 VXI,₹ 2.90 Lakh,Nov-15,998 cc,Zero Dep,Manual,"36,627 Kms",First Owner,Petrol,65.71bhp,5,24.39 kmpl,Hatchback,Chandigarh
995,2022 Maruti Alto 800 VXI Plus BSVI,₹ 4.22 Lakh,May-22,796 cc,Third Party,Manual,"2,045 Kms",Second Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Chandigarh
996,2018 Maruti Vitara Brezza ZDi Plus AMT,₹ 7.62 Lakh,Jul-18,1248 cc,Third Party,Automatic,"57,238 Kms",First Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Chandigarh
997,2010 Volkswagen Polo Diesel Highline 1.2L,₹ 1.80 Lakh,2010,1199 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Diesel,73.9bhp,5,22.07 kmpl,Hatchback,Chandigarh
998,2012 Skoda Superb 2.0 TDI PD,₹ 5.45 Lakh,2012,1968 cc,Third Party insurance,Automatic,"1,10,000 Kms",First Owner,Diesel,138.1bhp,5,13.7 kmpl,Sedan,Chandigarh
